Series ID,Year,Period,Label,Value,,
LASST010000000000003,2018,M01,2018 Jan,3.9,,
LASST010000000000003,2018,M02,2018 Feb,3.9,,
LASST010000000000003,2018,M03,2018 Mar,4,,
LASST010000000000003,2018,M04,2018 Apr,4,,
LASST010000000000003,2018,M05,2018 May,4,,
LASST010000000000003,2018,M06,2018 Jun,4,,
LASST010000000000003,2018,M07,2018 Jul,4,,
LASST010000000000003,2018,M08,2018 Aug,3.9,,
LASST010000000000003,2018,M09,2018 Sep,3.8,,
LASST010000000000003,2018,M10,2018 Oct,3.7,,
LASST010000000000003,2018,M11,2018 Nov,3.7,,
LASST010000000000003,2018,M12,2018 Dec,3.6,,
LASST010000000000003,2019,M01,2019 Jan,3.6,,
LASST010000000000003,2019,M02,2019 Feb,3.5,,
LASST010000000000003,2019,M03,2019 Mar,3.3,,
LASST010000000000003,2019,M04,2019 Apr,3.2,,
LASST010000000000003,2019,M05,2019 May,3,,
LASST010000000000003,2019,M06,2019 Jun,2.9,,
LASST010000000000003,2019,M07,2019 Jul,2.8,,
LASST010000000000003,2019,M08,2019 Aug,2.8,,
LASST010000000000003,2019,M09,2019 Sep,2.7,,
LASST010000000000003,2019,M10,2019 Oct,2.7,,
LASST010000000000003,2019,M11,2019 Nov,2.7,,
LASST010000000000003,2019,M12,2019 Dec,2.7,,
LASST010000000000003,2020,M01,2020 Jan,2.7,,
LASST010000000000003,2020,M02,2020 Feb,2.7,,
LASST010000000000003,2020,M03,2020 Mar,3,,
LASST010000000000003,2020,M04,2020 Apr,12.9,,
LASST020000000000003,2018,M01,2018 Jan,6.7,,
LASST020000000000003,2018,M02,2018 Feb,6.7,,
LASST020000000000003,2018,M03,2018 Mar,6.6,,
LASST020000000000003,2018,M04,2018 Apr,6.6,,
LASST020000000000003,2018,M05,2018 May,6.5,,
LASST020000000000003,2018,M06,2018 Jun,6.5,,
LASST020000000000003,2018,M07,2018 Jul,6.4,,
LASST020000000000003,2018,M08,2018 Aug,6.4,,
LASST020000000000003,2018,M09,2018 Sep,6.3,,
LASST020000000000003,2018,M10,2018 Oct,6.3,,
LASST020000000000003,2018,M11,2018 Nov,6.2,,
LASST020000000000003,2018,M12,2018 Dec,6.2,,
LASST020000000000003,2019,M01,2019 Jan,6.1,,
LASST020000000000003,2019,M02,2019 Feb,6.1,,
LASST020000000000003,2019,M03,2019 Mar,6.1,,
LASST020000000000003,2019,M04,2019 Apr,6.1,,
LASST020000000000003,2019,M05,2019 May,6.2,,
LASST020000000000003,2019,M06,2019 Jun,6.2,,
LASST020000000000003,2019,M07,2019 Jul,6.2,,
LASST020000000000003,2019,M08,2019 Aug,6.2,,
LASST020000000000003,2019,M09,2019 Sep,6.2,,
LASST020000000000003,2019,M10,2019 Oct,6.1,,
LASST020000000000003,2019,M11,2019 Nov,6.1,,
LASST020000000000003,2019,M12,2019 Dec,6.1,,
LASST020000000000003,2020,M01,2020 Jan,6,,
LASST020000000000003,2020,M02,2020 Feb,5.8,,
LASST020000000000003,2020,M03,2020 Mar,5.2,,
LASST020000000000003,2020,M04,2020 Apr,12.9,,
LASST040000000000003,2018,M01,2018 Jan,4.8,,
LASST040000000000003,2018,M02,2018 Feb,4.8,,
LASST040000000000003,2018,M03,2018 Mar,4.7,,
LASST040000000000003,2018,M04,2018 Apr,4.7,,
LASST040000000000003,2018,M05,2018 May,4.7,,
LASST040000000000003,2018,M06,2018 Jun,4.7,,
LASST040000000000003,2018,M07,2018 Jul,4.7,,
LASST040000000000003,2018,M08,2018 Aug,4.7,,
LASST040000000000003,2018,M09,2018 Sep,4.7,,
LASST040000000000003,2018,M10,2018 Oct,4.8,,
LASST040000000000003,2018,M11,2018 Nov,4.8,,
LASST040000000000003,2018,M12,2018 Dec,4.8,,
LASST040000000000003,2019,M01,2019 Jan,4.9,,
LASST040000000000003,2019,M02,2019 Feb,4.9,,
LASST040000000000003,2019,M03,2019 Mar,4.8,,
LASST040000000000003,2019,M04,2019 Apr,4.8,,
LASST040000000000003,2019,M05,2019 May,4.8,,
LASST040000000000003,2019,M06,2019 Jun,4.8,,
LASST040000000000003,2019,M07,2019 Jul,4.7,,
LASST040000000000003,2019,M08,2019 Aug,4.6,,
LASST040000000000003,2019,M09,2019 Sep,4.6,,
LASST040000000000003,2019,M10,2019 Oct,4.5,,
LASST040000000000003,2019,M11,2019 Nov,4.5,,
LASST040000000000003,2019,M12,2019 Dec,4.5,,
LASST040000000000003,2020,M01,2020 Jan,4.5,,
LASST040000000000003,2020,M02,2020 Feb,4.5,,
LASST040000000000003,2020,M03,2020 Mar,6.1,,
LASST040000000000003,2020,M04,2020 Apr,12.6,,
LASST050000000000003,2018,M01,2018 Jan,3.7,,
LASST050000000000003,2018,M02,2018 Feb,3.7,,
LASST050000000000003,2018,M03,2018 Mar,3.7,,
LASST050000000000003,2018,M04,2018 Apr,3.7,,
LASST050000000000003,2018,M05,2018 May,3.7,,
LASST050000000000003,2018,M06,2018 Jun,3.6,,
LASST050000000000003,2018,M07,2018 Jul,3.6,,
LASST050000000000003,2018,M08,2018 Aug,3.6,,
LASST050000000000003,2018,M09,2018 Sep,3.6,,
LASST050000000000003,2018,M10,2018 Oct,3.6,,
LASST050000000000003,2018,M11,2018 Nov,3.6,,
LASST050000000000003,2018,M12,2018 Dec,3.6,,
LASST050000000000003,2019,M01,2019 Jan,3.6,,
LASST050000000000003,2019,M02,2019 Feb,3.6,,
LASST050000000000003,2019,M03,2019 Mar,3.5,,
LASST050000000000003,2019,M04,2019 Apr,3.5,,
LASST050000000000003,2019,M05,2019 May,3.5,,
LASST050000000000003,2019,M06,2019 Jun,3.6,,
LASST050000000000003,2019,M07,2019 Jul,3.6,,
LASST050000000000003,2019,M08,2019 Aug,3.6,,
LASST050000000000003,2019,M09,2019 Sep,3.6,,
LASST050000000000003,2019,M10,2019 Oct,3.5,,
LASST050000000000003,2019,M11,2019 Nov,3.5,,
LASST050000000000003,2019,M12,2019 Dec,3.5,,
LASST050000000000003,2020,M01,2020 Jan,3.5,,
LASST050000000000003,2020,M02,2020 Feb,3.5,,
LASST050000000000003,2020,M03,2020 Mar,5,,
LASST050000000000003,2020,M04,2020 Apr,10.2,,
LASST060000000000003,2018,M01,2018 Jan,4.4,,
LASST060000000000003,2018,M02,2018 Feb,4.3,,
LASST060000000000003,2018,M03,2018 Mar,4.3,,
LASST060000000000003,2018,M04,2018 Apr,4.3,,
LASST060000000000003,2018,M05,2018 May,4.3,,
LASST060000000000003,2018,M06,2018 Jun,4.2,,
LASST060000000000003,2018,M07,2018 Jul,4.2,,
LASST060000000000003,2018,M08,2018 Aug,4.2,,
LASST060000000000003,2018,M09,2018 Sep,4.2,,
LASST060000000000003,2018,M10,2018 Oct,4.2,,
LASST060000000000003,2018,M11,2018 Nov,4.2,,
LASST060000000000003,2018,M12,2018 Dec,4.3,,
LASST060000000000003,2019,M01,2019 Jan,4.3,,
LASST060000000000003,2019,M02,2019 Feb,4.3,,
LASST060000000000003,2019,M03,2019 Mar,4.2,,
LASST060000000000003,2019,M04,2019 Apr,4.2,,
LASST060000000000003,2019,M05,2019 May,4.1,,
LASST060000000000003,2019,M06,2019 Jun,4,,
LASST060000000000003,2019,M07,2019 Jul,4,,
LASST060000000000003,2019,M08,2019 Aug,3.9,,
LASST060000000000003,2019,M09,2019 Sep,3.9,,
LASST060000000000003,2019,M10,2019 Oct,3.9,,
LASST060000000000003,2019,M11,2019 Nov,3.9,,
LASST060000000000003,2019,M12,2019 Dec,3.9,,
LASST060000000000003,2020,M01,2020 Jan,3.9,,
LASST060000000000003,2020,M02,2020 Feb,3.9,,
LASST060000000000003,2020,M03,2020 Mar,5.5,,
LASST060000000000003,2020,M04,2020 Apr,15.5,,
LASST080000000000003,2018,M01,2018 Jan,3,,
LASST080000000000003,2018,M02,2018 Feb,3,,
LASST080000000000003,2018,M03,2018 Mar,3,,
LASST080000000000003,2018,M04,2018 Apr,3.1,,
LASST080000000000003,2018,M05,2018 May,3.1,,
LASST080000000000003,2018,M06,2018 Jun,3.2,,
LASST080000000000003,2018,M07,2018 Jul,3.2,,
LASST080000000000003,2018,M08,2018 Aug,3.2,,
LASST080000000000003,2018,M09,2018 Sep,3.3,,
LASST080000000000003,2018,M10,2018 Oct,3.3,,
LASST080000000000003,2018,M11,2018 Nov,3.3,,
LASST080000000000003,2018,M12,2018 Dec,3.2,,
LASST080000000000003,2019,M01,2019 Jan,3.2,,
LASST080000000000003,2019,M02,2019 Feb,3.1,,
LASST080000000000003,2019,M03,2019 Mar,3,,
LASST080000000000003,2019,M04,2019 Apr,2.9,,
LASST080000000000003,2019,M05,2019 May,2.8,,
LASST080000000000003,2019,M06,2019 Jun,2.7,,
LASST080000000000003,2019,M07,2019 Jul,2.7,,
LASST080000000000003,2019,M08,2019 Aug,2.6,,
LASST080000000000003,2019,M09,2019 Sep,2.6,,
LASST080000000000003,2019,M10,2019 Oct,2.5,,
LASST080000000000003,2019,M11,2019 Nov,2.5,,
LASST080000000000003,2019,M12,2019 Dec,2.5,,
LASST080000000000003,2020,M01,2020 Jan,2.5,,
LASST080000000000003,2020,M02,2020 Feb,2.5,,
LASST080000000000003,2020,M03,2020 Mar,5.2,,
LASST080000000000003,2020,M04,2020 Apr,11.3,,
LASST090000000000003,2018,M01,2018 Jan,4.5,,
LASST090000000000003,2018,M02,2018 Feb,4.5,,
LASST090000000000003,2018,M03,2018 Mar,4.4,,
LASST090000000000003,2018,M04,2018 Apr,4.3,,
LASST090000000000003,2018,M05,2018 May,4.2,,
LASST090000000000003,2018,M06,2018 Jun,4.2,,
LASST090000000000003,2018,M07,2018 Jul,4.1,,
LASST090000000000003,2018,M08,2018 Aug,4,,
LASST090000000000003,2018,M09,2018 Sep,4,,
LASST090000000000003,2018,M10,2018 Oct,3.9,,
LASST090000000000003,2018,M11,2018 Nov,3.9,,
LASST090000000000003,2018,M12,2018 Dec,3.9,,
LASST090000000000003,2019,M01,2019 Jan,3.8,,
LASST090000000000003,2019,M02,2019 Feb,3.8,,
LASST090000000000003,2019,M03,2019 Mar,3.7,,
LASST090000000000003,2019,M04,2019 Apr,3.7,,
LASST090000000000003,2019,M05,2019 May,3.7,,
LASST090000000000003,2019,M06,2019 Jun,3.7,,
LASST090000000000003,2019,M07,2019 Jul,3.7,,
LASST090000000000003,2019,M08,2019 Aug,3.7,,
LASST090000000000003,2019,M09,2019 Sep,3.7,,
LASST090000000000003,2019,M10,2019 Oct,3.8,,
LASST090000000000003,2019,M11,2019 Nov,3.8,,
LASST090000000000003,2019,M12,2019 Dec,3.8,,
LASST090000000000003,2020,M01,2020 Jan,3.7,,
LASST090000000000003,2020,M02,2020 Feb,3.8,,
LASST090000000000003,2020,M03,2020 Mar,3.4,,
LASST090000000000003,2020,M04,2020 Apr,7.9,,
LASST100000000000003,2018,M01,2018 Jan,4.1,,
LASST100000000000003,2018,M02,2018 Feb,4.1,,
LASST100000000000003,2018,M03,2018 Mar,4,,
LASST100000000000003,2018,M04,2018 Apr,3.9,,
LASST100000000000003,2018,M05,2018 May,3.9,,
LASST100000000000003,2018,M06,2018 Jun,3.8,,
LASST100000000000003,2018,M07,2018 Jul,3.7,,
LASST100000000000003,2018,M08,2018 Aug,3.7,,
LASST100000000000003,2018,M09,2018 Sep,3.6,,
LASST100000000000003,2018,M10,2018 Oct,3.6,,
LASST100000000000003,2018,M11,2018 Nov,3.5,,
LASST100000000000003,2018,M12,2018 Dec,3.5,,
LASST100000000000003,2019,M01,2019 Jan,3.5,,
LASST100000000000003,2019,M02,2019 Feb,3.5,,
LASST100000000000003,2019,M03,2019 Mar,3.6,,
LASST100000000000003,2019,M04,2019 Apr,3.6,,
LASST100000000000003,2019,M05,2019 May,3.7,,
LASST100000000000003,2019,M06,2019 Jun,3.7,,
LASST100000000000003,2019,M07,2019 Jul,3.8,,
LASST100000000000003,2019,M08,2019 Aug,3.9,,
LASST100000000000003,2019,M09,2019 Sep,3.9,,
LASST100000000000003,2019,M10,2019 Oct,4,,
LASST100000000000003,2019,M11,2019 Nov,4,,
LASST100000000000003,2019,M12,2019 Dec,4,,
LASST100000000000003,2020,M01,2020 Jan,4,,
LASST100000000000003,2020,M02,2020 Feb,3.9,,
LASST100000000000003,2020,M03,2020 Mar,5,,
LASST100000000000003,2020,M04,2020 Apr,14.3,,
LASST110000000000003,2018,M01,2018 Jan,5.8,,
LASST110000000000003,2018,M02,2018 Feb,5.8,,
LASST110000000000003,2018,M03,2018 Mar,5.8,,
LASST110000000000003,2018,M04,2018 Apr,5.8,,
LASST110000000000003,2018,M05,2018 May,5.7,,
LASST110000000000003,2018,M06,2018 Jun,5.7,,
LASST110000000000003,2018,M07,2018 Jul,5.7,,
LASST110000000000003,2018,M08,2018 Aug,5.6,,
LASST110000000000003,2018,M09,2018 Sep,5.6,,
LASST110000000000003,2018,M10,2018 Oct,5.6,,
LASST110000000000003,2018,M11,2018 Nov,5.7,,
LASST110000000000003,2018,M12,2018 Dec,5.7,,
LASST110000000000003,2019,M01,2019 Jan,5.8,,
LASST110000000000003,2019,M02,2019 Feb,5.8,,
LASST110000000000003,2019,M03,2019 Mar,5.7,,
LASST110000000000003,2019,M04,2019 Apr,5.6,,
LASST110000000000003,2019,M05,2019 May,5.5,,
LASST110000000000003,2019,M06,2019 Jun,5.4,,
LASST110000000000003,2019,M07,2019 Jul,5.4,,
LASST110000000000003,2019,M08,2019 Aug,5.3,,
LASST110000000000003,2019,M09,2019 Sep,5.3,,
LASST110000000000003,2019,M10,2019 Oct,5.3,,
LASST110000000000003,2019,M11,2019 Nov,5.3,,
LASST110000000000003,2019,M12,2019 Dec,5.3,,
LASST110000000000003,2020,M01,2020 Jan,5.2,,
LASST110000000000003,2020,M02,2020 Feb,5.1,,
LASST110000000000003,2020,M03,2020 Mar,6,,
LASST110000000000003,2020,M04,2020 Apr,11.1,,
LASST120000000000003,2018,M01,2018 Jan,3.9,,
LASST120000000000003,2018,M02,2018 Feb,3.9,,
LASST120000000000003,2018,M03,2018 Mar,3.8,,
LASST120000000000003,2018,M04,2018 Apr,3.7,,
LASST120000000000003,2018,M05,2018 May,3.7,,
LASST120000000000003,2018,M06,2018 Jun,3.6,,
LASST120000000000003,2018,M07,2018 Jul,3.5,,
LASST120000000000003,2018,M08,2018 Aug,3.4,,
LASST120000000000003,2018,M09,2018 Sep,3.4,,
LASST120000000000003,2018,M10,2018 Oct,3.4,,
LASST120000000000003,2018,M11,2018 Nov,3.4,,
LASST120000000000003,2018,M12,2018 Dec,3.4,,
LASST120000000000003,2019,M01,2019 Jan,3.4,,
LASST120000000000003,2019,M02,2019 Feb,3.4,,
LASST120000000000003,2019,M03,2019 Mar,3.4,,
LASST120000000000003,2019,M04,2019 Apr,3.3,,
LASST120000000000003,2019,M05,2019 May,3.2,,
LASST120000000000003,2019,M06,2019 Jun,3.2,,
LASST120000000000003,2019,M07,2019 Jul,3.1,,
LASST120000000000003,2019,M08,2019 Aug,3,,
LASST120000000000003,2019,M09,2019 Sep,2.9,,
LASST120000000000003,2019,M10,2019 Oct,2.9,,
LASST120000000000003,2019,M11,2019 Nov,2.8,,
LASST120000000000003,2019,M12,2019 Dec,2.9,,
LASST120000000000003,2020,M01,2020 Jan,2.8,,
LASST120000000000003,2020,M02,2020 Feb,2.8,,
LASST120000000000003,2020,M03,2020 Mar,4.4,,
LASST120000000000003,2020,M04,2020 Apr,12.9,,
LASST130000000000003,2018,M01,2018 Jan,4.2,,
LASST130000000000003,2018,M02,2018 Feb,4.2,,
LASST130000000000003,2018,M03,2018 Mar,4.1,,
LASST130000000000003,2018,M04,2018 Apr,4.1,,
LASST130000000000003,2018,M05,2018 May,4,,
LASST130000000000003,2018,M06,2018 Jun,3.9,,
LASST130000000000003,2018,M07,2018 Jul,3.9,,
LASST130000000000003,2018,M08,2018 Aug,3.8,,
LASST130000000000003,2018,M09,2018 Sep,3.8,,
LASST130000000000003,2018,M10,2018 Oct,3.8,,
LASST130000000000003,2018,M11,2018 Nov,3.8,,
LASST130000000000003,2018,M12,2018 Dec,3.8,,
LASST130000000000003,2019,M01,2019 Jan,3.8,,
LASST130000000000003,2019,M02,2019 Feb,3.7,,
LASST130000000000003,2019,M03,2019 Mar,3.7,,
LASST130000000000003,2019,M04,2019 Apr,3.6,,
LASST130000000000003,2019,M05,2019 May,3.6,,
LASST130000000000003,2019,M06,2019 Jun,3.5,,
LASST130000000000003,2019,M07,2019 Jul,3.4,,
LASST130000000000003,2019,M08,2019 Aug,3.3,,
LASST130000000000003,2019,M09,2019 Sep,3.2,,
LASST130000000000003,2019,M10,2019 Oct,3.2,,
LASST130000000000003,2019,M11,2019 Nov,3.1,,
LASST130000000000003,2019,M12,2019 Dec,3.1,,
LASST130000000000003,2020,M01,2020 Jan,3.1,,
LASST130000000000003,2020,M02,2020 Feb,3.1,,
LASST130000000000003,2020,M03,2020 Mar,4.6,,
LASST130000000000003,2020,M04,2020 Apr,11.9,,
LASST150000000000003,2018,M01,2018 Jan,2.3,,
LASST150000000000003,2018,M02,2018 Feb,2.3,,
LASST150000000000003,2018,M03,2018 Mar,2.3,,
LASST150000000000003,2018,M04,2018 Apr,2.3,,
LASST150000000000003,2018,M05,2018 May,2.4,,
LASST150000000000003,2018,M06,2018 Jun,2.5,,
LASST150000000000003,2018,M07,2018 Jul,2.5,,
LASST150000000000003,2018,M08,2018 Aug,2.6,,
LASST150000000000003,2018,M09,2018 Sep,2.7,,
LASST150000000000003,2018,M10,2018 Oct,2.7,,
LASST150000000000003,2018,M11,2018 Nov,2.8,,
LASST150000000000003,2018,M12,2018 Dec,2.8,,
LASST150000000000003,2019,M01,2019 Jan,2.8,,
LASST150000000000003,2019,M02,2019 Feb,2.8,,
LASST150000000000003,2019,M03,2019 Mar,2.8,,
LASST150000000000003,2019,M04,2019 Apr,2.7,,
LASST150000000000003,2019,M05,2019 May,2.7,,
LASST150000000000003,2019,M06,2019 Jun,2.7,,
LASST150000000000003,2019,M07,2019 Jul,2.7,,
LASST150000000000003,2019,M08,2019 Aug,2.7,,
LASST150000000000003,2019,M09,2019 Sep,2.7,,
LASST150000000000003,2019,M10,2019 Oct,2.7,,
LASST150000000000003,2019,M11,2019 Nov,2.6,,
LASST150000000000003,2019,M12,2019 Dec,2.7,,
LASST150000000000003,2020,M01,2020 Jan,2.7,,
LASST150000000000003,2020,M02,2020 Feb,2.7,,
LASST150000000000003,2020,M03,2020 Mar,2.4,,
LASST150000000000003,2020,M04,2020 Apr,22.3,,
LASST160000000000003,2018,M01,2018 Jan,3,,
LASST160000000000003,2018,M02,2018 Feb,3,,
LASST160000000000003,2018,M03,2018 Mar,3,,
LASST160000000000003,2018,M04,2018 Apr,2.9,,
LASST160000000000003,2018,M05,2018 May,2.9,,
LASST160000000000003,2018,M06,2018 Jun,2.9,,
LASST160000000000003,2018,M07,2018 Jul,2.9,,
LASST160000000000003,2018,M08,2018 Aug,2.8,,
LASST160000000000003,2018,M09,2018 Sep,2.8,,
LASST160000000000003,2018,M10,2018 Oct,2.9,,
LASST160000000000003,2018,M11,2018 Nov,2.9,,
LASST160000000000003,2018,M12,2018 Dec,2.9,,
LASST160000000000003,2019,M01,2019 Jan,2.9,,
LASST160000000000003,2019,M02,2019 Feb,2.9,,
LASST160000000000003,2019,M03,2019 Mar,2.9,,
LASST160000000000003,2019,M04,2019 Apr,2.9,,
LASST160000000000003,2019,M05,2019 May,2.9,,
LASST160000000000003,2019,M06,2019 Jun,2.9,,
LASST160000000000003,2019,M07,2019 Jul,2.9,,
LASST160000000000003,2019,M08,2019 Aug,2.9,,
LASST160000000000003,2019,M09,2019 Sep,2.9,,
LASST160000000000003,2019,M10,2019 Oct,2.9,,
LASST160000000000003,2019,M11,2019 Nov,2.9,,
LASST160000000000003,2019,M12,2019 Dec,2.9,,
LASST160000000000003,2020,M01,2020 Jan,2.8,,
LASST160000000000003,2020,M02,2020 Feb,2.7,,
LASST160000000000003,2020,M03,2020 Mar,2.5,,
LASST160000000000003,2020,M04,2020 Apr,11.5,,
LASST170000000000003,2018,M01,2018 Jan,4.5,,
LASST170000000000003,2018,M02,2018 Feb,4.4,,
LASST170000000000003,2018,M03,2018 Mar,4.4,,
LASST170000000000003,2018,M04,2018 Apr,4.3,,
LASST170000000000003,2018,M05,2018 May,4.3,,
LASST170000000000003,2018,M06,2018 Jun,4.3,,
LASST170000000000003,2018,M07,2018 Jul,4.3,,
LASST170000000000003,2018,M08,2018 Aug,4.3,,
LASST170000000000003,2018,M09,2018 Sep,4.2,,
LASST170000000000003,2018,M10,2018 Oct,4.3,,
LASST170000000000003,2018,M11,2018 Nov,4.3,,
LASST170000000000003,2018,M12,2018 Dec,4.4,,
LASST170000000000003,2019,M01,2019 Jan,4.4,,
LASST170000000000003,2019,M02,2019 Feb,4.3,,
LASST170000000000003,2019,M03,2019 Mar,4.3,,
LASST170000000000003,2019,M04,2019 Apr,4.2,,
LASST170000000000003,2019,M05,2019 May,4.1,,
LASST170000000000003,2019,M06,2019 Jun,4,,
LASST170000000000003,2019,M07,2019 Jul,3.9,,
LASST170000000000003,2019,M08,2019 Aug,3.8,,
LASST170000000000003,2019,M09,2019 Sep,3.7,,
LASST170000000000003,2019,M10,2019 Oct,3.7,,
LASST170000000000003,2019,M11,2019 Nov,3.7,,
LASST170000000000003,2019,M12,2019 Dec,3.7,,
LASST170000000000003,2020,M01,2020 Jan,3.5,,
LASST170000000000003,2020,M02,2020 Feb,3.4,,
LASST170000000000003,2020,M03,2020 Mar,4.2,,
LASST170000000000003,2020,M04,2020 Apr,16.4,,
LASST180000000000003,2018,M01,2018 Jan,3.3,,
LASST180000000000003,2018,M02,2018 Feb,3.3,,
LASST180000000000003,2018,M03,2018 Mar,3.4,,
LASST180000000000003,2018,M04,2018 Apr,3.5,,
LASST180000000000003,2018,M05,2018 May,3.5,,
LASST180000000000003,2018,M06,2018 Jun,3.5,,
LASST180000000000003,2018,M07,2018 Jul,3.5,,
LASST180000000000003,2018,M08,2018 Aug,3.5,,
LASST180000000000003,2018,M09,2018 Sep,3.5,,
LASST180000000000003,2018,M10,2018 Oct,3.5,,
LASST180000000000003,2018,M11,2018 Nov,3.6,,
LASST180000000000003,2018,M12,2018 Dec,3.6,,
LASST180000000000003,2019,M01,2019 Jan,3.6,,
LASST180000000000003,2019,M02,2019 Feb,3.5,,
LASST180000000000003,2019,M03,2019 Mar,3.5,,
LASST180000000000003,2019,M04,2019 Apr,3.4,,
LASST180000000000003,2019,M05,2019 May,3.3,,
LASST180000000000003,2019,M06,2019 Jun,3.3,,
LASST180000000000003,2019,M07,2019 Jul,3.2,,
LASST180000000000003,2019,M08,2019 Aug,3.2,,
LASST180000000000003,2019,M09,2019 Sep,3.2,,
LASST180000000000003,2019,M10,2019 Oct,3.2,,
LASST180000000000003,2019,M11,2019 Nov,3.2,,
LASST180000000000003,2019,M12,2019 Dec,3.2,,
LASST180000000000003,2020,M01,2020 Jan,3.1,,
LASST180000000000003,2020,M02,2020 Feb,3.1,,
LASST180000000000003,2020,M03,2020 Mar,3,,
LASST180000000000003,2020,M04,2020 Apr,16.9,,
LASST190000000000003,2018,M01,2018 Jan,2.8,,
LASST190000000000003,2018,M02,2018 Feb,2.8,,
LASST190000000000003,2018,M03,2018 Mar,2.7,,
LASST190000000000003,2018,M04,2018 Apr,2.7,,
LASST190000000000003,2018,M05,2018 May,2.6,,
LASST190000000000003,2018,M06,2018 Jun,2.6,,
LASST190000000000003,2018,M07,2018 Jul,2.5,,
LASST190000000000003,2018,M08,2018 Aug,2.5,,
LASST190000000000003,2018,M09,2018 Sep,2.5,,
LASST190000000000003,2018,M10,2018 Oct,2.5,,
LASST190000000000003,2018,M11,2018 Nov,2.6,,
LASST190000000000003,2018,M12,2018 Dec,2.6,,
LASST190000000000003,2019,M01,2019 Jan,2.7,,
LASST190000000000003,2019,M02,2019 Feb,2.7,,
LASST190000000000003,2019,M03,2019 Mar,2.7,,
LASST190000000000003,2019,M04,2019 Apr,2.7,,
LASST190000000000003,2019,M05,2019 May,2.7,,
LASST190000000000003,2019,M06,2019 Jun,2.7,,
LASST190000000000003,2019,M07,2019 Jul,2.7,,
LASST190000000000003,2019,M08,2019 Aug,2.8,,
LASST190000000000003,2019,M09,2019 Sep,2.8,,
LASST190000000000003,2019,M10,2019 Oct,2.8,,
LASST190000000000003,2019,M11,2019 Nov,2.8,,
LASST190000000000003,2019,M12,2019 Dec,2.8,,
LASST190000000000003,2020,M01,2020 Jan,2.8,,
LASST190000000000003,2020,M02,2020 Feb,2.8,,
LASST190000000000003,2020,M03,2020 Mar,3.3,,
LASST190000000000003,2020,M04,2020 Apr,10.2,,
LASST200000000000003,2018,M01,2018 Jan,3.4,,
LASST200000000000003,2018,M02,2018 Feb,3.4,,
LASST200000000000003,2018,M03,2018 Mar,3.4,,
LASST200000000000003,2018,M04,2018 Apr,3.3,,
LASST200000000000003,2018,M05,2018 May,3.3,,
LASST200000000000003,2018,M06,2018 Jun,3.3,,
LASST200000000000003,2018,M07,2018 Jul,3.2,,
LASST200000000000003,2018,M08,2018 Aug,3.2,,
LASST200000000000003,2018,M09,2018 Sep,3.2,,
LASST200000000000003,2018,M10,2018 Oct,3.2,,
LASST200000000000003,2018,M11,2018 Nov,3.3,,
LASST200000000000003,2018,M12,2018 Dec,3.3,,
LASST200000000000003,2019,M01,2019 Jan,3.3,,
LASST200000000000003,2019,M02,2019 Feb,3.3,,
LASST200000000000003,2019,M03,2019 Mar,3.2,,
LASST200000000000003,2019,M04,2019 Apr,3.2,,
LASST200000000000003,2019,M05,2019 May,3.1,,
LASST200000000000003,2019,M06,2019 Jun,3.1,,
LASST200000000000003,2019,M07,2019 Jul,3.1,,
LASST200000000000003,2019,M08,2019 Aug,3.1,,
LASST200000000000003,2019,M09,2019 Sep,3.1,,
LASST200000000000003,2019,M10,2019 Oct,3.1,,
LASST200000000000003,2019,M11,2019 Nov,3.1,,
LASST200000000000003,2019,M12,2019 Dec,3.1,,
LASST200000000000003,2020,M01,2020 Jan,3.1,,
LASST200000000000003,2020,M02,2020 Feb,3.1,,
LASST200000000000003,2020,M03,2020 Mar,2.8,,
LASST200000000000003,2020,M04,2020 Apr,11.2,,
LASST210000000000003,2018,M01,2018 Jan,4.3,,
LASST210000000000003,2018,M02,2018 Feb,4.3,,
LASST210000000000003,2018,M03,2018 Mar,4.3,,
LASST210000000000003,2018,M04,2018 Apr,4.3,,
LASST210000000000003,2018,M05,2018 May,4.4,,
LASST210000000000003,2018,M06,2018 Jun,4.4,,
LASST210000000000003,2018,M07,2018 Jul,4.4,,
LASST210000000000003,2018,M08,2018 Aug,4.4,,
LASST210000000000003,2018,M09,2018 Sep,4.3,,
LASST210000000000003,2018,M10,2018 Oct,4.3,,
LASST210000000000003,2018,M11,2018 Nov,4.3,,
LASST210000000000003,2018,M12,2018 Dec,4.3,,
LASST210000000000003,2019,M01,2019 Jan,4.2,,
LASST210000000000003,2019,M02,2019 Feb,4.2,,
LASST210000000000003,2019,M03,2019 Mar,4.2,,
LASST210000000000003,2019,M04,2019 Apr,4.3,,
LASST210000000000003,2019,M05,2019 May,4.3,,
LASST210000000000003,2019,M06,2019 Jun,4.3,,
LASST210000000000003,2019,M07,2019 Jul,4.3,,
LASST210000000000003,2019,M08,2019 Aug,4.3,,
LASST210000000000003,2019,M09,2019 Sep,4.3,,
LASST210000000000003,2019,M10,2019 Oct,4.3,,
LASST210000000000003,2019,M11,2019 Nov,4.3,,
LASST210000000000003,2019,M12,2019 Dec,4.3,,
LASST210000000000003,2020,M01,2020 Jan,4.3,,
LASST210000000000003,2020,M02,2020 Feb,4.2,,
LASST210000000000003,2020,M03,2020 Mar,5.2,,
LASST210000000000003,2020,M04,2020 Apr,15.4,,
